# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.81,2.75,0.0,0,3.0,0,-90.0,0.0,0.0
 0.08925030293692025,1.821948424861498,2.75,0.0,0.26775090881076075,3.0,0,-90.0,0.0,0.0
 0.1259478230995819,1.8337942812152854,2.75,0.0,0.3778434692987458,3.0000000000000018,0,-90.0,0.0,0.0
 0.1539230147731905,1.8455384417153018,2.75,0.0,0.46176904431957155,2.999999999999999,0,-90.0,0.0,0.0
 0.1773542199770221,1.857181779015487,2.75,0.0,0.5320626599310664,3.0000000000000013,0,-90.0,0.0,0.0
 0.1978638686399999,1.8687251657697808,2.75,0.0,0.5935916059199997,2.999999999999996,0,-90.0,0.0,0.0
 0.21628603689269651,1.8801694746321234,2.75,0.0,0.6488581106780895,3.0,0,-90.0,0.0,0.0
 0.23311739282523708,1.8915155782564539,2.75,0.0,0.6993521784757112,2.9999999999999982,0,-90.0,0.0,-9.130045125583809e-13
 0.2486823265355656,1.9027643492967126,2.75,0.0,0.7460469796066967,3.0,0,-90.00000000000001,0.0,9.784134465348017e-13
 0.2632067126890183,1.9139166604068392,2.75,0.0,0.7896201380670547,2.9999999999999885,0,-90.0,0.0,0.0
 0.2768554186343161,1.9249733842407737,2.75,0.0,0.8305662559029482,3.000000000000004,0,-90.0,0.0,0.0
 0.289753220807472,1.9359353934524555,2.75,0.0,0.8692596624224158,2.9999999999999956,0,-90.0,0.0,0.0
 0.30199730759928384,1.9468035606958247,2.75,0.0,0.9059919227978513,3.0000000000000044,0,-90.0,0.0,0.0
 0.31366517033807584,1.9575787586248212,2.75,0.0,0.9409955110142274,3.000000000000005,0,-90.0,0.0,-1.2739864127587644e-12
 0.3248198063474419,1.9682618598933845,2.75,0.0,0.9744594190423256,3.0,0,-90.00000000000001,0.0,1.3289283748778747e-12
 0.33551327559969407,1.9788537371554544,2.75,0.0,1.006539826799082,2.9999999999999845,0,-90.0,0.0,0.0
 0.3457892065647036,1.989355263064971,2.75,0.0,1.0373676196941104,2.9999999999999947,0,-90.0,0.0,0.0
 0.3556846077410659,1.999767310275874,2.75,0.0,1.0670538232231974,3.0,0,-90.0,0.0,0.0
 0.36523120662771325,2.010090751442103,2.75,0.0,1.0956936198831395,3.0000000000000115,0,-90.0,0.0,1.5404299601156778e-12
 0.3744564587217032,2.020326459217598,2.75,0.0,1.1233693761651093,3.0,0,-89.99999999999999,0.0,-1.5917421715857493e-12
 0.3833843208898863,2.030475306256299,2.75,0.0,1.1501529626696585,2.9999999999999876,0,-90.0,0.0,0.0
 0.39203585313263156,2.0405381652121455,2.75,0.0,1.1761075593978945,3.000000000000013,0,-90.0,0.0,0.0
 0.4004296931539727,2.050515908739077,2.75,0.0,1.201289079461918,3.0000000000000133,0,-90.0,0.0,0.0
 0.4085824351674411,2.0604094094910343,2.75,0.0,1.2257473055023231,3.0,0,-90.0,0.0,-1.7928283583874781e-12
 0.41650893557598195,2.0702195401219563,2.75,0.0,1.249526806727946,3.000000000000021,0,-90.00000000000001,0.0,1.8423052606968397e-12
 0.42422256209508924,2.079947173285783,2.75,0.0,1.2726676862852677,2.999999999999993,0,-90.0,0.0,1.89154318240466e-12
 0.4317353986231648,2.0895931816364546,2.75,0.0,1.2952061958694945,3.0000000000000147,0,-89.99999999999999,0.0,0.0
 0.43905841511725213,2.09915843782791,2.75,0.0,1.3171752453517565,2.9999999999999925,0,-89.99999999999999,0.0,-3.978851450474259e-12
 0.44620160952502935,2.10864381451409,2.75,0.0,1.338604828575088,2.9999999999999845,0,-90.00000000000001,0.0,2.0381238703274187e-12
 0.4531741272027302,2.1180501843489346,2.75,0.0,1.3595223816081907,3.000000000000024,0,-90.0,0.0,0.0
 0.4599843620431624,2.1273784199863828,2.75,0.0,1.3799530861294873,3.0,0,-90.0,0.0,0.0
 0.46664004263127246,2.136629394080374,2.75,0.0,1.3999201278938174,2.999999999999983,0,-90.0,0.0,0.0
 0.47314830605554636,2.1458039792848496,2.75,0.0,1.419444918166639,3.0,0,-90.0,0.0,0.0
 0.47951576147453,2.1549030482537477,2.75,0.0,1.43854728442359,3.0,0,-90.0,0.0,0.0
 0.4857485451280382,2.163927473641009,2.75,0.0,1.4572456353841146,2.9999999999999822,0,-90.0,0.0,0.0
 0.49185236816248906,2.172878128100573,2.75,0.0,1.475557104487467,2.999999999999973,0,-90.0,0.0,0.0
 0.49783255838777785,2.1817558842863805,2.75,0.0,1.4934976751633333,3.0000000000000093,0,-90.0,0.0,0.0
 0.503694096883131,2.1905616148523697,2.75,0.0,1.511082290649393,3.000000000000019,0,-90.0,0.0,0.0
 0.5094416502096396,2.1992961924524814,2.75,0.0,1.528324950628919,3.0000000000000386,0,-90.0,0.0,0.0
 0.5150795988586974,2.207960489740655,2.75,0.0,1.545238796576092,2.9999999999999805,0,-90.0,0.0,0.0
 0.5206120624616315,2.216555379370831,2.75,0.0,1.5618361873848947,3.00000000000004,0,-90.0,0.0,0.0
 0.5260429222011883,2.2250817339969484,2.75,0.0,1.578128766603565,2.9999999999999796,0,-90.0,0.0,0.0
 0.5313758407962905,2.2335404262729472,2.75,0.0,1.5941275223888716,2.999999999999979,0,-90.0,0.0,0.0
 0.5366142803745024,2.241932328852768,2.75,0.0,1.6098428411235075,3.000000000000042,0,-90.0,0.0,0.0
